company_id,Company,new_company_id
80,*** Remote เพิ่มทะเบียน 1 ทะเบียน ที่ ยูนิตี้ หน่วยงาน เอ สเปซ มี บางนา (ใช้สิทธิ์โอนเสิทธิ์ จะโอนให้ภายใน 3 วัน) ติตด่อ คุณเนย 092-509-3091,717.0
81,*** Remote เพิ่มทะเบียน 1 ทะเบียน+ข้อมูลสำรอง ให้ ศุภาลัย วิสต้า แยก ติวานนท์ (ด่วน) ลูกค้าโอนเงินมาแล้ว วันที่ 4/2/56 ยอด 5 200 บาท ส่งเมล์ต่อให้ทุกคนแล้ว **โทร. 081-752-0313   02-466-8488-89 คุณบุหงา,2633.0
82,*** Remote เพิ่มทะเบียน 3 ทะเบียน (เฉพาะ CM) ที่ บเพอร์เฟค พร็อพเพอร์ตี้ แอนด์ แอคเค้าท์ติ้ง (1.คาซ่าวิลล์ วัชรพล-เพิ่มสิน 2.อมาร์ป้า คอนโดมิเนียม 3.ไลฟ ซอย 12) ติดต่อ คุณเพชร 098-304-8629 (ลูกค้าโอนเงินมาแล้ว วันที่ 5/9/65 ยอด 15 600 บาท) (ด่วน) ลูกค้ารออยู่,141.0
119,*** ตอน 10.30 น. Remote เพิ่ม LAN 1 จุดให้ เคหะชุมชนร่มเกล้า 1 ติตด่อ คุณหญิง 091-864-9299 (ลูกค้าฝากเช็คให้แล้ว วันที่ 22/2/65 ยอด 2 675 บาท),1016.0
279,City Ville A-G (ซิตี้วิลล์ ตึก A-G) City Ville B E F G (ซิตี้วิลล์ ตึก B E F G),226.0
88,*** Remote ลงโปรแกรม CM+Import ให้ บ้านกลางเมือง บริติชทาวน์ ศรีนครินทร์ หน่วยงาน ของ PMC ส่งเมล์ต่อให้ทุกคนแล้ว,624.0
86,*** Remote ลงโปรแแกรม CM+Import+ตั้งรหัส+เซ็ตแบบฟอร์ม ให้ ดิ เอช เอกมัย และเพิ่มทะเบียน 1 ทะเบียน ที่ Acute รายละเอียดตามเมล์ที่ส่งให้ (ลุกค้าจะนำเช็คฝากให้พรุ่งนี้ และส่ง Pay-In ให้คะ) ส่งต่อให้ทุกคนแล้ว --**--ติดต่อ คุณก้อย 061-582-2446,195.0
89,*** Remote ลงโปรแกรม CM+Import ให้หน่วยงาน เดอะเชดด์ สาทร 1 ของ Acute ส่งเมล์ต่อให้ทุกคนแล้ว (ลูกค้าจะฝากเช็คให้ภายในวันพรุ่งนี้),195.0
177,13.20 Savills ติดตั้งสิทธิ์ CM MARQUE Marque สุขุมวิท (มาร์ค สุขุมวิท) (บ.เมเจอร์ เรสซิเด้นส์ ซื้อ) (ยังไม่ต่อ MA) 10/04/2019 ติดตั้งถึงวันที่ 05/04/2022 >OK    Email,447.0
91,*** Remote ลงโปรแกรม CM-AP ให้ เวียร์ 7 และเพิ่มทะเบียนที่ยูนิตี้ ติดต่อ คุณฟ้า 082-947-1924 (ลูกค้าใช้สิทธิ์โอนสิทธิ์ โอนเงินให้พรุ่งนี้),717.0
92,*** Remote ลงโปรแกรม CM-AP ให้ แชปเตอร์วัน อีโค คอนโดมิเนียม หน่วยงานขอยูนิตี้ ติดต่อ คุณเนย 092-509-3091 (ลูกค้าจะฝากเช็คให้วันพรุ่งนี้ ใช้สิทธิ์โอนสิทธิื) (นิติมีโปรแกรมอยู่แล้วให้ลงโปรแกรมใหม่คนละโฟลเดอร์ อย่าไปลบโปรแกรมของลูกค้า),717.0
90,*** Remote ลงโปรแกรม CM+คืนข้อมูลสำรอง ให้ The niche ID ลาดพร้าว 130 หน่วยงานของ บ.เอ็ม แมเนจเม้นท์ ติดต่อ คุณออฟ 094-836-1860 (ลูกค้าโอนเงินแล้ว วันที่ 20/1/65 ยอด 13 312) ส่งเมล์ต่อให้ทุกคนแล้ว,218.0
94,*** Remote ลงโปรแกรม HJ ให้ ม.ธาดาพาร์ค 2 ติดต่อ คุณอารีรัตน์ 098-283-5700 (ลูกค้าโอนเงินให้แล้ว วันที่ 31/3/65 ยอด 25 680 บาท),3051.0
95,*** Remote ลงโปรแกรม HJ ให้ ราชพฤกษ์ เกษตร - นวมินทร์ หน่วยงานของ บ. เอ.ซี. พร็อพเพอร์ตี้ กรุ๊ป ติดต่อ คุณเอก 083-935-8875 (ลูกค้าโอนเงินให้แล้ว วันที่ 2/4/65 ยอด 30 160 บาท),184.0
96,*** Remote ลงโปรแกรม HJ+ตั้งรหัสระดับ 1 และ 3 ให้ ม.ปรีชา ไพรเวท บีช ระยอง หน่วยงานวิลล์คอน ส่งเมล์ต่อให้ทุกคนแล้ว (ซื้อในนามนิติ พรุ่งนี้วิลล์คอนจะฝากเช็คและส่ง Pay-In ให้ทางเมล์)--แจ้งติดต่อกลับ 097-934-5754 คุณทิพย์--//--รบกวนลงโปรแกรมซอฟท์บิสที่ โครงการหมู่บ้านปรีชา ไพรเวท บีช ระยอง - สร้าง User Password ระดับ 3 และล็อคสิทธิ์ผู้ใชระดับ1 ตามเอกสารแนบให้ด้วยค่ะ ติดต่อคุณเจี๊ยบ 090-916-2058,775.0
97,*** SMC ขอแจ้งถอนโปรแกรม SoftBiz จำนวน 2 ไซต์ค่ะ 1.เซ็นทริค สถานีติวานนท์ 083-595-1953 คุณปุ๊ก 2.แอชตัน อโศก 097-004-7848 คุณมาย,234.0
98,*** เช็ค Format Excel ก่อนลงโปรแกรมให้ โครงการ ดิ อินดี๊ด คอนโด แกรนด์ คาแนล หน่วยงาน บ.แกรนด์ พี พรอพเพอร์ตี้ ติดต่อ คุณน้ำ 063-071-1071 (ลูกค้าโอนเงินมาแล้ว วันที่ 12/10/65 ยอด 36 380 บาท)-ส่งมาทางไลน์,252.0
99,*** เดอะเบส พัทยากลาง - ส่งเมล์มา ส่งต่อให้ทุกคนแล้ว (ทำให้ลูกค้าก่อน เพราะลูกค้าจะเร่งชำระเงินให้) (The Base),1205.0
100,*** เมโทร ส่งเมล์มา มาให้เพิ่มทะเบียนที่ Head ส่งต่อให้ทุกคนแล้ว1. นิติบุคคลอาคารชุด สวอนเลค นิติ 1 (SWK1)2.นิติบุคคลอาคารชุด สวอนเลค นิติ 2 (SWK2)3. นิติบุคคลอาคารชุด สวอนเลค นิติ 3 (SWK3)4.นิติบุคคลอาคารชุด สวอนเลค นิติ 4 (SWK4)5.นิติบุคคลอาคารชุด สวอนเลค นิติ 5 (SWK5),157.0
102,*** เวอร์ติคอล แจ้งถอนโปรแกรม หน่วยงานยูนิโอ จรัญ 3 ติดต่อ คุณบุ๋ม 082-559-4961 ส่งเมล์ต่อให้ทุกคนแล้ว,174.0
103,*** แอทอีสต์ คอนโดมิเนียม ส่ง Format Excel มาให้ตรวจความถูกต้องก่อนลงโปรแกรม (ด่วน) ติดต่อ คุณวิภาพร 089-117-1466-ส่งมาทางไลน์,1559.0
104,*** โทรกลับ เมืองใหม่บางพลี 17 ติดต่อ คุณกุ้ง 098-839-0490 (ลูกค้าแจ้งว่าข้อมูลเยอะ และแพ็คข้อมูล ให้เช็คและแจ้งด้วย จะได้เสนอราคาให้ราคาลูกค้าถูกค่ะ),1408.0
105,*** โทรกลับ เอ็มเมอรัลด์ รีสอร์ท ติดต่อ คุณนัท 095-1239954 ม.เอ็มเมอรัลด์ รีสอร์ท (หัวหิน) (Emerald Resort Hua Hin),2892.0
106,*** โทรกลับ คุณสุมน 081-855-7130 สอบถามการใช้งาน GL (ซื้อโปรแกรม GL ส่วนตัว),420.0
107,*** โทรกลับ ซิตี้โฮมหาดใหญ่ คุณฝน 088-7883097 ซิตี้โฮม หาดใหญ่ (สงขลา),1831.0
108,*** โทรกลับ พงษ์ทอง บางประอิน หน่วยงานของ ส.วัฒนา ติดต่อ คุณตุ๊ก 081-9337884 (ด่วน) ลูกค้าเจอปัญหาใหม่,814.0
109,*** โทรกลับ ม.เดอะ คอนเนค 12 เอ ติตด่อ คุณชัยยุทธ 098-1042213 เดอะคอนเนค 12 เอ (The Connect 12 A ),2817.0
110,*** โทรกลับ ม.เดอะคอนเนค 12 A ติดต่อ คุณชัยยุทธ 098-1042213 (ตัดหนี้ผิด) เดอะคอนเนค 12 เอ (The Connect 12 A ),2817.0
111,*** โทรกลับ อัสสกาญจน์เพลส โครงการลาดพร้าว ติตด่อ คุณป้อม 090-0047897 โปรแกรมมีปัญหา คีย์น้ำแล้วบันทึกไม่ได้ค่ะ (ด่วน) ลูกค้าใหม่,2748.0
112,*** โนเบิล จีโอ พระราม 5 ส่งข้อมูลมาให้เช็คก่อนลง Format Excel ติดต่อ คุณเล็ก 095-773-5965 (ด่วน) ลูกค้าใหม่ยังไม่ได้ลงโปรแกรม-ส่งมาทางไลน์,2925.0
115,*** ไอสไตล์ พร๊อพเพอร์ตี้_IQ (ไลฟ์ บางกอก บูเลอวาร์ด รัชวิภา) - ส่งเมล์มา ให้ติดตั้งสิทธิ์ ด่วน ลูกค้ารออยู่ พึ่งส่งเมล์ได้,370.0
116,*** กัสโต้ ท่าน้ำนนท์- ส่งเมล์มา มาอีกครั้ง (พร้อมย้ายแล้ว),2953.0
117,*** ตอน 10.00 น. Remote เพิ่มทะเบียน 3 ทะเบียน (1.เดอะ ทรีโอการ์เด้นท์ 2.ศุภาลัย ปาร์ค แยกเกษตร 3.พลัมแจ้งวัฒนะ เฟส 3)ให้ บ.เมเจอร์ พร็อพเพอร์ตี้ เซอร์วิส ติดต่อ คุณอ้น 090-991-5827 (ลูกค้าฝากเช็คให้แล้ว วันที่ 20/9/2565 ยอด 15 600 บาท),155.0
118,*** ตอน 10.00 น. Remote ลงโปรแกรม GL ให้ เดอะสตาร์เอสเตทแอทนราธิวาส ติดต่อ คุณแม็ค 091-214-1894 (ด่วน) ลูกค้าใหม่พึ่งลงโปรแกรม CM,1341.0
121,*** ตอน 11.00 น. PMC ให้ ถอนโปรแกรม หน่วยงาน อินดี้รังสิต คลอง 3 ติดต่อ 095-554-8849 (คุณตั้ม) หรือ 088-300-7159 ( คุณปู ) ส่งเมล์ต่อให้ทุกคนแล้ว,624.0
130,*** ตอนนี้ Remote เพิ่มทะเบียน 1 ทะเบียน ที่ ทรู หน่วยงาน ศุภาลัย พาร์ควิลล์ วงแหวน-ราชพฤกษ์ ติดต่อ คุณติ้ง 096-718-4894 ของหน่วยงาน ตอน 13.30 น. ลงโปรแกรม CM ที่หน่วยงาน ติดต่อคุณเก๋ 096-190-2907 (ลูกค้าฝากเช็คให้แล้ว วันที่ 18/7/2565 ยอด 11 232 บาท),498.0
128,*** ตอน 15.00 น. Remote ลงโปรแกรม CM-AP ให้ บางเสร่ ไฮท์ หน่วยงาน ยูนิตี้ คุณอ้อย 095-371-6833 คุณอร 085-326-1562 (จะจ่ายเงินหลังจากลงโปรแกรม 7 วัน = 1 มิ.ย. 2564),717.0
127,*** ตอน 15.00 น. - 16.00 น. เวอร์ติคอลส่งเมล์แจ้งให้ถอนโปแรกรม หน่วยงาน (เอชทู โกลว์ คอนโดมิเนียม (H2 Glow) (เอชทู โครมร์ คอนโดมิเนียม (H2 Chrome)(เอชทู กลาส คอนโดมิเนียม (H2 Glsss)ติดต่อ คุณแต้ว ได้ที่เบอร์ 080-650-5186 -ส่งเมล์ต่อให้ทุกคนแล้ว,174.0
120,*** ตอน 10.30 น. Remote ลบโปรแกรมเครื่องเก่าของ บางแสนมหานคร และลงโปรแกรม CM เครื่องใหม่ หน่วยงาน หมู่บ้านปลื้มสุข (ลงโปรแกรมเปล่า ยังไม่มีข้อมูล) ติดต่อ คุณอร 086-3044387 (ลูกค้าฝากเช็คให้แล้ว 7/5/64 ยอด 4 680 บาท พึ่งสะดวกให้ดำเนินการ) (ด่วน) ลูกค้ารออยู่,568.0
122,*** ตอน 13.00 น. Remote ลงโปรแกรม CM+Setค่าต่างๆ+Import+สอนการใช้งาน ให้ บ้านเอื้ออาทรหนองจะบก ติดต่อ คุณต๊ะ 095-221-3414 (ด่วน) (ลูกค้าโอนเงินมาแล้ว วันที่ 4/1/65 ยอด 30 160 บาท)แนบตัวอย่างส่งมาทางไลน์-(เงื่อนไขเหมือนเดิมทุกอย่าง),2205.0
123,*** ตอน 13.00 น. สอนการใช้งาน CM-GL ให้ เดอะแกรนด์คอนโด (บ.กองเงินซิตี้โฮม) ติดต่อ คุณออย 089-261-1519 093-175-0999,383.0
126,*** ตอน 14.00 น. Remote ลงโปรแกรม HJ+Import ให้ เดอะ ทรัสต์ สุวรรณภูมิ - เทพารักษ์ หน่วยงานของ บ.เดอะ วัน แมเนจเม้นท์ ติตด่อ คุณหัทยา 064-978-9889 (ด่วน) (ลูกค้าโอนงินมาแล้ว วันที่ 26/5/65 ยอด 2 675 บาท)***,112.0
125,*** ตอน 13.30 น. ลงโปรแกรม CM ที่หน่วยงาน ศุภาลัย พาร์ควิลล์ วงแหวน-ราชพฤกษ์ ติดต่อคุณเก๋ 096-190-2907 (ลูกค้าฝากเช็คให้แล้ว วันที่ 18/7/2565 ยอด 11 232 บาท),3367.0
129,*** ตอน 17.00 น. Remote ถอนโปแรกรม HJ ที่ หมู่บ้านคอนเนค 32 (เดิม บ.เอส พร็อพเพอร์ตี้ แมเนจเม้นท์ แอนด์ เอ็นจิเนียริ่ง เช่าอยู่) และ Remote ลงโปรแกรม HJ+GL+คืนข้อมูล HJ ให้ เดอะคอนเนค 32 ใหม่ (นิติซื้อเอง โอนเงินให้แล้ว วันที่ 5/4/65 ยอด 31 030 บาท),226.0
131,*** ตอนนี้ Remote ลงโปรแกรม HJ+สอนการใช้งาน ให้ บริษัท ทีทีทีที จำกัด ติดต่อ คุณโต 084-6354282 (ด่วน) ลูกค้ารออยู่ (โอนเงินแล้ว วันที่ 3/5/65 ยอด 24 960 บาท (รบกวนทำให้ก่อน),525.0
134,*** บ.เจ พลัส พร็อพเพอร์ตี้ เมเนจเม้นท์ ส่ง Excel มาให้เช็คก่อนลงโปรแกรม หน่วยงาน ไอซียูบางนา อาคารซี ติดต่อ คุณเสาวลักษ์ 087-6802635 (ลูกค้าโอนเงินมาแล้ว วันที่ 1/8/65 ยอด 30 160 บาท) (ด่วน) ถ้าข้อมูลเรียบร้อย ลูกค้าจะให้ติดตั้งโปรแกรม ช่วงบ่ายเลยคะ ส่งเมล์ต่อให้ทุกแล้ว,86.0
135,*** บ.เดอะไนน์ พร๊อพเพอร์ตี้ แมเนจเมนท์ - ส่งเมล์มา แจ้งยกเลิก หน่วยงาน เดอะนิช ไอดี 130 ส่งต่อให้ทุกคนแล้ว ***เบอร์โทรติดต่อ 091-886-2396 คุณบริพัตร,117.0
136,*** บ.เอฟ พร็อพเพอร์ตี้ ส่งเมล์มาให้เพิ่มทะเบียน 1 ทะเบียน ที่ Head หน่วยงาน สาริน ซิตี้ (ส่งเมล์ต่อให้ทุกคนแล้ว),214.0
225,Acute (เอซีอาร์ แมเนจเม้นท์)-(เดอะทรี พริวาต้า),195.0
137,*** บ.ทัฟฟ์ เซอร์วิส (CRM) - ส่ง Format Excel มาให้ตรวจสอบก่อนลงโปรแกรมพรุ่งนี้ ของหน่วยงาน ม.ลิฟวิ่ง เรสซิเด้นซ์ ติดต่อ คุณก้องภพ 083-178-1835 (ลูกค้าซื้อโปรแกรมไว้ยังไม่ได้ลงโปรแกรม ใบเสร็จเลขที่ 64/0840 64/0841)-ส่งมาทางไลน์,508.0
139,*** พรุ่งนี้ รบกวน Import ให้ ทรู(โมโนป่าหล่าย) ด้วยค่ะ ส่งต่อให้ทุกคนแล้ว (1/10/2564),498.0
144,*** ยูนิตี้ - ส่งเมล์มถอนโปรแกรม ส่งต่อให้ทุกคนแล้ว,717.0
145,*** ยูนิตี้ (Unity) - ส่งเมล์มา มาให้เพิ่มทะเบียน 1 ทะเบียน หน่วยงาน (โอเชี่ยน เรสซิเดนซ์ (มิตรภาพ ขอนแก่น )) ส่งต่อให้ทุกคนแล้ว,717.0
152,**** Remote เพิ่มทะเบียน 1 ทะเบียน เฉพาะ CM ให้ บ.เพอร์เฟค พร็อพเพอร์ตี้ แอนด์ แอคเค้าท์ติ้ง หน่วยงาน อินนิซิโอ ปิ่นเกล้า-วงแหวน ติดต่อ คุณเพชร 098-304-8629 (ลุกค้าโอนเงินมาแล้ว วันที่ 27/9/2565 ยอด 5 200 บาท),141.0
138,*** บจก.เซ็นจูรี่ ทเวนตี้วัน (เดอะวันพลัส แกรนด์ รามคำแหง) - ส่งเมล์มา ส่งต่อให้ทุกคนแล้ว /// เรียน เจ้าหน้าที่ ที่เกี่ยวข้อง    รบกวนรีโมทตั้งค่าล็อคการแก้ไข รหัสของหน่วยงาน ไม่ให้แก้ไขใบแจ้งหนี้ และใบเสร็จ ได้คะ ของหน่วยงาน นิติบุคคลอาคารชุด เดอะวันพลัส แกรนด์ รามคำแหง ติดต่อคุณปาร์ม โทร.090-1528288     หากมีข้อสงสัยติดต่อ กุ้ง / บัญชีสำนักงานใหญ่ บจก.เซ็นจูรี่ ทเวนตี้วัน โทร.0939626551,3368.0
148,*** อัสสกาญจน์เพลส ศรีนครินทร์ - รบกวนค่ะ แก้ไขเพิ่มเติม ครั้งที่แล้ว ลูกหนี้ ผิดพลาดค่ะ ติดต่อ คุณปุ่น 087-012-8831,2749.0
140,*** ม.เดอะทรัสต์ ทาวน์ ศรีนครินทร์ -แพรกษา ส่ง Format Excel มาให้เช็คก่อนลงโปรแกรม (ด่วน) ลูกค้าใหม่ ส่งต่อให้ทุกคนแล้ว,2847.0
141,*** ม.ไทม์โฮม(สวนหลวง-อ่อนนุช) - ส่ง Format Excel มาให้ Import ส่งต่อให้ทุกคนแล้ว (ด่วน) ลูกค้าใหม่พึ่งลงโปรแกรม ***ติดต่อคุณอฐพรรณ 082-379-1519***,2936.0
142,*** ม.กัสโต้ ราชพฤกษ์-พระราม 5 - ส่ง Format Excel มาให้เช็คก่อน ก่อนลงโปรแกรมพรุ่งนี้ ติดต่อ คุณธนกร 099-287-8282 (ด่วน) ลูกค้าฝากเช็คให้แล้ว วันที่ 11/1/65 ยอด 24 960 บาท,2957.0
143,*** ม.วี วิลเลจ 2 - ส่ง Format Excel มาให้ตรวจสอบก่อนลงโปรแรกม ติดต่อ คุณวาที 096-916-6988 (ด่วน)-ส่งมาทางไลน์,3287.0
149,**** Remote Update Program ให้ เบลกราเวีย เรสสิเดนซ์ ติดต่อ คุณสุพรรณษา (ลูกค้าโอนเงินมาแล้ว),1355.0
150,**** Remote Update Program ให้ พาร์ค เอ็กโซ ติดต่อ คุณไก่ 092-225-2448 (ลูกค้าโอนเงินให้แล้ว วันที่ 24/2/65 ยอด 4 056 บาท),2351.0
151,**** Remote เพิ่ม LAN 1 จุด ให้ บ.เมนเฟรท โลจิสติกส์ (ไทยแลนด์) ติดต่อ คุณเสาวนีย์ 092-247-2237 (ลูกค้าโอนเงินแล้ว วันที่ 1/3/65 ยอด 2 080 บาท ) (ด่วน) ลูกค้ารออยู่,162.0
153,**** Remote เพิ่มทะเบียน 1 ทะเบียน ให้ บ.เจ ไลน์ แมเนจเม้นท์ หน่วยงาน เดอะคริส 2 ติดต่อ คุณภัทริน 080-078-9991 (ฝากเช็คให้วันนี้ ยอด 10 400 บาท),85.0
155,**** Remote เพิ่มทะเบียน 1 ทะเบียน+เอาข้อมูลสำรองคืนให้ ให้ บ.บีทีพี แอคเค้าติ้ง แมเนจเม้นท์ หน่วยงาน คัลเลอร์ส พรีเมี่ยม กาญจนาภิเษก-ราชพฤกษ์ 3 ติตด่อ คุณบุหงา 0817520313 02-4668488-89 (ลูกค้าโอนเงินมาแล้ว วันที่ 19/1/65 ยอด 5 200 บาท) ส่งเมล์ต่อให้ทุกคนแล้ว,744.0
226,Acute (เอซีอาร์ แมเนจเม้นท์)(โมทีฟ คอนโด),195.0
156,**** Remote ลงโปรแกรม CM ให้ โฮป แอนด์ กาย คอนโดทาวน์ หน่วยงานของ บ.ไทย แอซเซ็ท พร็อพเพอร์ตี้ แอนด์ เจ.พี ติดต่อ คุณสิทธิศักดิ์ 098-886-4062 (วางบิลแล้ว),320.0
