status_id,status
167,(แจ้งหนี้ไปแล้ววันที่14/12/2563)รอชำระเงินLICENCE01/2564
168,(โอนเงินมาแล้ว)MA01/2565
169,"(โอนสิทธิ์ 7/10/2563) TF08/2564 "
170,(ไม่คิดค่า MA)
171,(ไม่ต่อ MA ***ส่งใบเสนอราคาไปแล้ว แต่ยังไม่ตอบกลับ หมด MA04/2564***)
172,(ไม่ต่อ MA **ส่งใบเสนอราคาไปแล้ว แต่ยังไม่ตอบกลับ หมด 12/2556**)
173,(ไม่ต่อ MA **ส่งใบเสนอราคาไปแล้วไม่มีการตอบกลับ หมด 11/2555**)
174,(ไม่ต่อ MA **ส่งใบเสนอราคาไปแล้วไม่มีการตอบกลับ หมด 11/2555**)(แก้ปัญหาให้ลุกค้าได้เลย เพราะลูกค้ากำลังทำเรื่องจ่าย MA)
175,(ไม่ต่อ MA **ส่งใบเสนอราคาไปแล้วไม่มีการตอบกลับ หมด 11/2555**)>>
176,(ไม่ต่อ MA **ส่งใบเสนอราคาไปแล้วไม่มีการตอบกลับ หมด MA04/2564**)
177,(ไม่ต่อ MA ไซท์นี้)
178,(ไม่ต่อ MA ส่งใบเสนอราคาไปแล้ว ไม่มีการตอบกลับ หมด 01/2565)
179,(ไม่ต่อ MA ส่งใบเสนอราคาไปแล้วไม่มีการตอบกลับ หมด MA05/2561)
180,(ไม่ต่อ MA ส่งใบเสนอราคาไปแล้วไม่มีการตอบกลับ หมด MA06/2554)
181,(ไม่ต่อ MA ส่งใบเสนอราคาไปแล้วไม่มีการตอบกลับ หมด MA06/2560)
182,(ไม่ต่อ MA หมด 01/2557)
183,(ไม่ต่อ MA หมด 01/2558)
184,(ไม่ต่อ MA หมด 01/2560)
185,(ไม่ต่อ MA หมด 01/2563)
186,(ไม่ต่อ MA หมด 02/2560)
187,(ไม่ต่อ MA หมด 03/2557)
188,(ไม่ต่อ MA หมด 04/2550)
189,(ไม่ต่อ MA หมด 07/2559 )
190,(ไม่ต่อ MA หมด 09/2550)
191,(ไม่ต่อ MA หมด 09/2563)
192,(ไม่ต่อ MA หมด 11/2554)
193,(ไม่ต่อ MA หมด 11/2558 ไซท์นี้)
194,(ไม่ต่อ MA หมด MA02/2563)
195,(ไม่ต่อ MA หมด MA03/2563)
196,(ไม่ต่อ MA หมด MA04/2561)
197,(ไม่ต่อ MA หมด MA05/2556)
198,(ไม่ต่อ MA หมด MA11/2554)
199,(ไม่ต่อ MA หมด MA11/2559)
200,(ไม่ต่อ MA หมด ส่งใบเสนอราคาไปแล้ว ไม่มีการตอบกลับ หมดMA03/2557)
201,(ไม่ต่อ MA หมด ส่งใบเสนอราคาไปแล้วไม่มีการตอบกลับ หมด 02/2555)
202,(ไม่ต่อ MA หมด ส่งใบเสนอราคาไปแล้วไม่มีการตอบกลับ หมด MA09/2560)
203,(ไม่ต่อ MA หมด** ส่งใบเสนอราคาไปแล้วไม่มีการตอบกลับ หมด MA09/2560**)
204,(ไม่ต่อ MA หมด01/2563)
205,(ไม่ต่อ MA หมด04/2556)
206,(ไม่ต่อ MA หมด10/2559 )
207,(ไม่ต่อ MA)
208,(ไม่ต่อ MA** ส่งใบเสนอราคาไปแล้ว แต่ยังไม่ตอบกลับ หมด 07/2559**)
209,(ไม่ต่อ MA** ส่งใบเสนอราคาไปแล้วไม่มีการตอบกลับ หมด MA04/2562**)
210,(ไม่ต่อ MA** ส่งใบเสนอราคาไปแล้วยังไม่มีการตอบกลับ หมด 03/2559**)
211,(ไม่ต่อ MA** หมด 12/2562)
